Product: VOLCANIC_ROCK_VOUCHER_9500, buyer: Caesar, seller: Camilla, eval: spreadcrossing -> PNL: -194683.5, buy_qty: 0, sell_qty: 1499
Product: SQUID_INK, buyer: Paris, seller: Gina, eval: spreadcrossing -> PNL: 661.0, buy_qty: 22, sell_qty: 22
Product: VOLCANIC_ROCK_VOUCHER_9500, buyer: Caesar, seller: Pablo, eval: spreadcrossing -> PNL: 662.5, buy_qty: 45, sell_qty: 6
Product: KELP, buyer: Pablo, seller: Caesar, eval: midpoint -> PNL: 675.0, buy_qty: 20, sell_qty: 48
Product: SQUID_INK, buyer: Camilla, seller: Caesar, eval: midpoint -> PNL: 704.5, buy_qty: 45, sell_qty: 26
Product: SQUID_INK, buyer: Paris, seller: Gina, eval: midpoint -> PNL: 710.5, buy_qty: 22, sell_qty: 22
Product: PICNIC_BASKET1, buyer: Penelope, seller: Charlie, eval: midpoint -> PNL: 734.0, buy_qty: 9, sell_qty: 17
Product: VOLCANIC_ROCK_VOUCHER_10500, buyer: Pablo, seller: Camilla, eval: midpoint -> PNL: 775.0, buy_qty: 0, sell_qty: 385
Product: VOLCANIC_ROCK_VOUCHER_9750, buyer: Caesar, seller: Pablo, eval: spreadcrossing -> PNL: 790.0, buy_qty: 45, sell_qty: 9
Product: CROISSANTS, buyer: Caesar, seller: Paris, eval: spreadcrossing -> PNL: 808.0, buy_qty: 1170, sell_qty: 1098
Product: VOLCANIC_ROCK_VOUCHER_9750, buyer: Camilla, seller: Penelope, eval: midpoint -> PNL: 839.5, buy_qty: 393, sell_qty: 362
Product: SQUID_INK, buyer: Paris, seller: Gary, eval: spreadcrossing -> PNL: 851.5, buy_qty: 26, sell_qty: 7
Product: PICNIC_BASKET1, buyer: Penelope, seller: Caesar, eval: midpoint -> PNL: 862.0, buy_qty: 231, sell_qty: 244
Product: SQUID_INK, buyer: Camilla, seller: Penelope, eval: spreadcrossing -> PNL: 882.0, buy_qty: 71, sell_qty: 71
Product: SQUID_INK, buyer: Paris, seller: Gary, eval: midpoint -> PNL: 889.0, buy_qty: 26, sell_qty: 7
Product: MAGNIFICENT_MACARONS, buyer: Camilla, seller: Caesar, eval: spreadcrossing -> PNL: 897.0, buy_qty: 28, sell_qty: 20
Product: SQUID_INK, buyer: Camilla, seller: Gary, eval: spreadcrossing -> PNL: 900.5, buy_qty: 31, sell_qty: 46
Product: RAINFOREST_RESIN, buyer: Charlie, seller: Pablo, eval: midpoint -> PNL: 954.5, buy_qty: 515, sell_qty: 501
Product: KELP, buyer: Camilla, seller: Paris, eval: midpoint -> PNL: 963.0, buy_qty: 528, sell_qty: 569
Product: SQUID_INK, buyer: Camilla, seller: Gary, eval: midpoint -> PNL: 995.0, buy_qty: 31, sell_qty: 46
Product: SQUID_INK, buyer: Camilla, seller: Penelope, eval: midpoint -> PNL: 1048.5, buy_qty: 71, sell_qty: 71
Product: MAGNIFICENT_MACARONS, buyer: Camilla, seller: Caesar, eval: midpoint -> PNL: 1064.5, buy_qty: 28, sell_qty: 20
Product: SQUID_INK, buyer: Pablo, seller: Camilla, eval: spreadcrossing -> PNL: 1217.0, buy_qty: 113, sell_qty: 97
Product: VOLCANIC_ROCK_VOUCHER_9750, buyer: Caesar, seller: Pablo, eval: midpoint -> PNL: 1267.0, buy_qty: 45, sell_qty: 9
Product: PICNIC_BASKET2, buyer: Pablo, seller: Penelope, eval: spreadcrossing -> PNL: 1324.5, buy_qty: 5, sell_qty: 0
Product: PICNIC_BASKET2, buyer: Pablo, seller: Penelope, eval: midpoint -> PNL: 1335.5, buy_qty: 5, sell_qty: 0
Product: VOLCANIC_ROCK_VOUCHER_9500, buyer: Caesar, seller: Pablo, eval: midpoint -> PNL: 1389.5, buy_qty: 45, sell_qty: 6
Product: PICNIC_BASKET1, buyer: Penelope, seller: Camilla, eval: midpoint -> PNL: 1398.5, buy_qty: 144, sell_qty: 127
Product: SQUID_INK, buyer: Pablo, seller: Camilla, eval: midpoint -> PNL: 1467.0, buy_qty: 113, sell_qty: 97
Product: RAINFOREST_RESIN, buyer: Charlie, seller: Paris, eval: midpoint -> PNL: 1484.5, buy_qty: 1045, sell_qty: 1069
Product: JAMS, buyer: Paris, seller: Caesar, eval: midpoint -> PNL: 1637.0, buy_qty: 1217, sell_qty: 1255
Product: VOLCANIC_ROCK_VOUCHER_10500, buyer: Caesar, seller: Camilla, eval: spreadcrossing -> PNL: 1674.0, buy_qty: 0, sell_qty: 880
Product: VOLCANIC_ROCK_VOUCHER_9750, buyer: Caesar, seller: Penelope, eval: midpoint -> PNL: 1893.5, buy_qty: 142, sell_qty: 114
Product: SQUID_INK, buyer: Paris, seller: Camilla, eval: spreadcrossing -> PNL: 1935.0, buy_qty: 570, sell_qty: 528
Product: VOLCANIC_ROCK_VOUCHER_9500, buyer: Caesar, seller: Penelope, eval: midpoint -> PNL: 1973.0, buy_qty: 143, sell_qty: 115
Product: KELP, buyer: Paris, seller: Caesar, eval: spreadcrossing -> PNL: 2153.0, buy_qty: 146, sell_qty: 258
Product: CROISSANTS, buyer: Caesar, seller: Paris, eval: midpoint -> PNL: 2173.0, buy_qty: 1170, sell_qty: 1098
Product: VOLCANIC_ROCK_VOUCHER_10000, buyer: Pablo, seller: Camilla, eval: midpoint -> PNL: 2393.0, buy_qty: 0, sell_qty: 389
Product: SQUID_INK, buyer: Caesar, seller: Paris, eval: spreadcrossing -> PNL: 2399.0, buy_qty: 248, sell_qty: 134
Product: PICNIC_BASKET1, buyer: Camilla, seller: Caesar, eval: spreadcrossing -> PNL: 2561.5, buy_qty: 31, sell_qty: 0
Product: PICNIC_BASKET1, buyer: Camilla, seller: Caesar, eval: midpoint -> PNL: 2689.0, buy_qty: 31, sell_qty: 0
Product: KELP, buyer: Paris, seller: Caesar, eval: midpoint -> PNL: 2690.5, buy_qty: 146, sell_qty: 258
Product: KELP, buyer: Gina, seller: Charlie, eval: spreadcrossing -> PNL: 2832.0, buy_qty: 49, sell_qty: 211
Product: SQUID_INK, buyer: Caesar, seller: Paris, eval: midpoint -> PNL: 2865.5, buy_qty: 248, sell_qty: 134
Product: DJEMBES, buyer: Paris, seller: Caesar, eval: spreadcrossing -> PNL: 2971.5, buy_qty: 1416, sell_qty: 1365
Product: PICNIC_BASKET2, buyer: Camilla, seller: Penelope, eval: spreadcrossing -> PNL: 3029.5, buy_qty: 164, sell_qty: 155
Product: VOLCANIC_ROCK_VOUCHER_10500, buyer: Caesar, seller: Camilla, eval: midpoint -> PNL: 3043.5, buy_qty: 0, sell_qty: 880
Product: KELP, buyer: Gina, seller: Charlie, eval: midpoint -> PNL: 3150.5, buy_qty: 49, sell_qty: 211
Product: PICNIC_BASKET1, buyer: Camilla, seller: Pablo, eval: spreadcrossing -> PNL: 3218.5, buy_qty: 331, sell_qty: 160
Product: SQUID_INK, buyer: Paris, seller: Camilla, eval: midpoint -> PNL: 3302.0, buy_qty: 570, sell_qty: 528
Product: VOLCANIC_ROCK, buyer: Caesar, seller: Peter, eval: spreadcrossing -> PNL: 3470.0, buy_qty: 219, sell_qty: 191
Product: SQUID_INK, buyer: Charlie, seller: Gina, eval: spreadcrossing -> PNL: 3695.5, buy_qty: 216, sell_qty: 37
Product: VOLCANIC_ROCK, buyer: Caesar, seller: Peter, eval: midpoint -> PNL: 3776.5, buy_qty: 219, sell_qty: 191
Product: PICNIC_BASKET2, buyer: Camilla, seller: Penelope, eval: midpoint -> PNL: 3858.5, buy_qty: 164, sell_qty: 155
Product: SQUID_INK, buyer: Charlie, seller: Gina, eval: midpoint -> PNL: 4009.5, buy_qty: 216, sell_qty: 37
Product: SQUID_INK, buyer: Charlie, seller: Camilla, eval: spreadcrossing -> PNL: 4040.5, buy_qty: 65, sell_qty: 0
Product: SQUID_INK, buyer: Charlie, seller: Camilla, eval: midpoint -> PNL: 4095.0, buy_qty: 65, sell_qty: 0
Product: CROISSANTS, buyer: Caesar, seller: Camilla, eval: spreadcrossing -> PNL: 4239.0, buy_qty: 672, sell_qty: 0
Product: VOLCANIC_ROCK_VOUCHER_10250, buyer: Pablo, seller: Camilla, eval: spreadcrossing -> PNL: 4306.0, buy_qty: 0, sell_qty: 388
Product: CROISSANTS, buyer: Caesar, seller: Camilla, eval: midpoint -> PNL: 4632.5, buy_qty: 672, sell_qty: 0
Product: DJEMBES, buyer: Paris, seller: Caesar, eval: midpoint -> PNL: 4745.5, buy_qty: 1416, sell_qty: 1365
Product: PICNIC_BASKET2, buyer: Caesar, seller: Penelope, eval: spreadcrossing -> PNL: 4793.0, buy_qty: 144, sell_qty: 126
Product: SQUID_INK, buyer: Charlie, seller: Caesar, eval: spreadcrossing -> PNL: 5052.0, buy_qty: 262, sell_qty: 0
Product: PICNIC_BASKET1, buyer: Camilla, seller: Pablo, eval: midpoint -> PNL: 5175.0, buy_qty: 331, sell_qty: 160
Product: VOLCANIC_ROCK_VOUCHER_10250, buyer: Pablo, seller: Camilla, eval: midpoint -> PNL: 5190.5, buy_qty: 0, sell_qty: 388
Product: KELP, buyer: Caesar, seller: Charlie, eval: spreadcrossing -> PNL: 5221.5, buy_qty: 0, sell_qty: 265
Product: PICNIC_BASKET1, buyer: Caesar, seller: Pablo, eval: spreadcrossing -> PNL: 5259.5, buy_qty: 285, sell_qty: 152
Product: SQUID_INK, buyer: Charlie, seller: Caesar, eval: midpoint -> PNL: 5338.0, buy_qty: 262, sell_qty: 0
Product: PICNIC_BASKET2, buyer: Caesar, seller: Penelope, eval: midpoint -> PNL: 5457.0, buy_qty: 144, sell_qty: 126
Product: KELP, buyer: Caesar, seller: Charlie, eval: midpoint -> PNL: 5509.5, buy_qty: 0, sell_qty: 265
Product: VOLCANIC_ROCK_VOUCHER_10000, buyer: Caesar, seller: Camilla, eval: midpoint -> PNL: 5511.0, buy_qty: 0, sell_qty: 1562
Product: PICNIC_BASKET2, buyer: Penelope, seller: Charlie, eval: spreadcrossing -> PNL: 6608.0, buy_qty: 103, sell_qty: 81
Product: PICNIC_BASKET1, buyer: Caesar, seller: Pablo, eval: midpoint -> PNL: 6947.0, buy_qty: 285, sell_qty: 152
Product: PICNIC_BASKET2, buyer: Penelope, seller: Charlie, eval: midpoint -> PNL: 7115.0, buy_qty: 103, sell_qty: 81
Product: KELP, buyer: Pablo, seller: Charlie, eval: spreadcrossing -> PNL: 7271.5, buy_qty: 105, sell_qty: 466
Product: KELP, buyer: Pablo, seller: Charlie, eval: midpoint -> PNL: 7969.0, buy_qty: 105, sell_qty: 466
Product: VOLCANIC_ROCK_VOUCHER_9750, buyer: Camilla, seller: Pablo, eval: spreadcrossing -> PNL: 9928.0, buy_qty: 388, sell_qty: 4
Product: VOLCANIC_ROCK_VOUCHER_9750, buyer: Camilla, seller: Pablo, eval: midpoint -> PNL: 10123.5, buy_qty: 388, sell_qty: 4
Product: KELP, buyer: Paris, seller: Charlie, eval: spreadcrossing -> PNL: 10561.5, buy_qty: 1557, sell_qty: 2274
Product: SQUID_INK, buyer: Charlie, seller: Pablo, eval: spreadcrossing -> PNL: 10828.5, buy_qty: 476, sell_qty: 89
Product: VOLCANIC_ROCK_VOUCHER_10250, buyer: Caesar, seller: Camilla, eval: spreadcrossing -> PNL: 11328.0, buy_qty: 0, sell_qty: 1450
Product: VOLCANIC_ROCK_VOUCHER_9500, buyer: Camilla, seller: Pablo, eval: spreadcrossing -> PNL: 11399.0, buy_qty: 389, sell_qty: 1
Product: SQUID_INK, buyer: Charlie, seller: Pablo, eval: midpoint -> PNL: 11500.0, buy_qty: 476, sell_qty: 89
Product: VOLCANIC_ROCK_VOUCHER_9500, buyer: Camilla, seller: Pablo, eval: midpoint -> PNL: 11601.0, buy_qty: 389, sell_qty: 1
Product: MAGNIFICENT_MACARONS, buyer: Paris, seller: Charlie, eval: spreadcrossing -> PNL: 13260.5, buy_qty: 360, sell_qty: 39
Product: MAGNIFICENT_MACARONS, buyer: Caesar, seller: Paris, eval: spreadcrossing -> PNL: 14451.5, buy_qty: 367, sell_qty: 0
Product: MAGNIFICENT_MACARONS, buyer: Paris, seller: Charlie, eval: midpoint -> PNL: 14875.5, buy_qty: 360, sell_qty: 39
Product: KELP, buyer: Paris, seller: Charlie, eval: midpoint -> PNL: 15591.5, buy_qty: 1557, sell_qty: 2274
Product: MAGNIFICENT_MACARONS, buyer: Caesar, seller: Paris, eval: midpoint -> PNL: 15951.0, buy_qty: 367, sell_qty: 0
Product: PICNIC_BASKET2, buyer: Caesar, seller: Pablo, eval: spreadcrossing -> PNL: 16085.0, buy_qty: 146, sell_qty: 86
Product: PICNIC_BASKET2, buyer: Caesar, seller: Pablo, eval: midpoint -> PNL: 16612.0, buy_qty: 146, sell_qty: 86
Product: VOLCANIC_ROCK_VOUCHER_10250, buyer: Caesar, seller: Camilla, eval: midpoint -> PNL: 21420.5, buy_qty: 0, sell_qty: 1450
Product: SQUID_INK, buyer: Charlie, seller: Paris, eval: spreadcrossing -> PNL: 21679.5, buy_qty: 2291, sell_qty: 1520
Product: JAMS, buyer: Caesar, seller: Camilla, eval: spreadcrossing -> PNL: 23240.0, buy_qty: 1016, sell_qty: 0
Product: JAMS, buyer: Caesar, seller: Camilla, eval: midpoint -> PNL: 24041.5, buy_qty: 1016, sell_qty: 0
Product: DJEMBES, buyer: Caesar, seller: Camilla, eval: spreadcrossing -> PNL: 24699.0, buy_qty: 328, sell_qty: 0
Product: DJEMBES, buyer: Caesar, seller: Camilla, eval: midpoint -> PNL: 24897.0, buy_qty: 328, sell_qty: 0
Product: PICNIC_BASKET2, buyer: Camilla, seller: Pablo, eval: spreadcrossing -> PNL: 25767.0, buy_qty: 217, sell_qty: 121
Product: SQUID_INK, buyer: Charlie, seller: Paris, eval: midpoint -> PNL: 26455.5, buy_qty: 2291, sell_qty: 1520
Product: PICNIC_BASKET2, buyer: Camilla, seller: Pablo, eval: midpoint -> PNL: 26549.5, buy_qty: 217, sell_qty: 121
Product: PICNIC_BASKET2, buyer: Camilla, seller: Caesar, eval: spreadcrossing -> PNL: 27696.5, buy_qty: 105, sell_qty: 0
Product: PICNIC_BASKET2, buyer: Camilla, seller: Caesar, eval: midpoint -> PNL: 27913.5, buy_qty: 105, sell_qty: 0
Product: VOLCANIC_ROCK_VOUCHER_9750, buyer: Camilla, seller: Caesar, eval: spreadcrossing -> PNL: 43442.0, buy_qty: 1544, sell_qty: 0
Product: VOLCANIC_ROCK_VOUCHER_9750, buyer: Camilla, seller: Caesar, eval: midpoint -> PNL: 44124.5, buy_qty: 1544, sell_qty: 0
Product: PICNIC_BASKET2, buyer: Charlie, seller: Pablo, eval: spreadcrossing -> PNL: 44493.5, buy_qty: 157, sell_qty: 0
Product: PICNIC_BASKET2, buyer: Charlie, seller: Pablo, eval: midpoint -> PNL: 44914.0, buy_qty: 157, sell_qty: 0
Product: VOLCANIC_ROCK_VOUCHER_9500, buyer: Camilla, seller: Caesar, eval: spreadcrossing -> PNL: 49142.5, buy_qty: 1499, sell_qty: 0
Product: VOLCANIC_ROCK_VOUCHER_9500, buyer: Camilla, seller: Caesar, eval: midpoint -> PNL: 49818.5, buy_qty: 1499, sell_qty: 0
